,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
1911,627855,Sankaran_Kovil_D (Tamil Nadu),Sankaran_Kovil_D (Tamil Nadu),Sankaran_Kovil_D (Tamil Nadu),Sankarankovil,Tamil Nadu,TRUE
1912,767030,Saintala_Sikapatrapali_DPP (Orissa),Saintala_Sikapatrapali_DPP (Orissa),Saintala_Sikapatrapali_DPP (Orissa),Saintala,Orissa,TRUE
1913,321610,Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa,Rajasthan,TRUE
1914,756084,Dantan_Barampura_DPP (West Bengal),Dantan_Barampura_DPP (West Bengal),Dantan_Barampura_DPP (West Bengal),Dantan,West Bengal,TRUE
1915,605012,Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Pondicherry,Tamil Nadu,FALSE
1916,802113,Buxar_Ashaparari_DPP (Bihar),Buxar_Ashaparari_DPP (Bihar),Buxar_Ashaparari_DPP (Bihar),Buxar,Bihar,FALSE
1917,201301,Noida_Sector84_L (Uttar Pradesh),Noida_Temp_H (Uttar Pradesh),Noida_Sector84_L (Uttar Pradesh),Noida,Uttar Pradesh,FALSE
1918,390015,Vadodara_Ranoli_L (Gujarat),Vadodara_RamNagar_P (Gujarat),Vadodara_Ranoli_L (Gujarat),Vadodara,Gujarat,FALSE
1919,736133,CoochBehar_khagrabari_I (West Bengal),CoochBehar_khagrabari_I (West Bengal),CoochBehar_khagrabari_I (West Bengal),Cooch Behar,West Bengal,FALSE
1920,123031,MahendragarhHR_Khaira_D (Haryana),MahendragarhHR_Khaira_D (Haryana),MahendragarhHR_Khaira_D (Haryana),Mahendragarh-HR,Haryana,TRUE
1921,148023,Malerkotla_Sajidacolony_D (Punjab),Malerkotla_Sajidacolony_D (Punjab),Malerkotla_Sajidacolony_D (Punjab),Malerkotla,Punjab,FALSE
1922,416306,Sangli_Dattanagar_D (Maharashtra),Sangli_Dattanagar_D (Maharashtra),Sangli_Dattanagar_D (Maharashtra),Sangli,Maharashtra,TRUE
1923,208009,Kanpur_Sarimita_L (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Sarimita_L (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
1924,630205,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
1925,625125,Maharajapuram_Krshnkovil_D (Tamil Nadu),Maharajapuram_Krshnkovil_D (Tamil Nadu),Maharajapuram_Krshnkovil_D (Tamil Nadu),Maharajapuram,Tamil Nadu,TRUE
1926,784179,Behali_PostOfc_D (Assam),Behali_PostOfc_D (Assam),Behali_PostOfc_D (Assam),Behali,Assam,FALSE
1927,343040,Bhinmal_RaniwaraKhurd_D (Rajasthan),Bhinmal_RaniwaraKhurd_D (Rajasthan),Bhinmal_RaniwaraKhurd_D (Rajasthan),Bhinmal,Rajasthan,FALSE
1928,854206,Purnia_Banmankhi_D (Bihar),Purnia_Banmankhi_D (Bihar),Purnia_Banmankhi_D (Bihar),Purnia,Bihar,FALSE
1929,504308,Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad,Telangana,TRUE
1930,842009,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
1931,342014,Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur,Rajasthan,FALSE
1932,470117,Khurai_TalaiyaTDPP_D (Madhya Pradesh),Khurai_TalaiyaTDPP_D (Madhya Pradesh),Khurai_TalaiyaTDPP_D (Madhya Pradesh),Khurai,Madhya Pradesh,TRUE
1933,247451,Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur,Uttar Pradesh,FALSE
1934,673623,Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy,Kerala,FALSE
1935,464001,Vidisha_ShrprDPP_D (Madhya Pradesh),Vidisha_ShrprDPP_D (Madhya Pradesh),Vidisha_ShrprDPP_D (Madhya Pradesh),Vidisha,Madhya Pradesh,FALSE
1936,274182,Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj_Nandnaward_D (Uttar Pradesh),Barhaj,Uttar Pradesh,TRUE
1937,831001,Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur,Jharkhand,FALSE
1938,783303,Dhubri_Tetultol_D (Assam),Dhubri_Tetultol_D (Assam),Dhubri_Tetultol_D (Assam),Dhubri,Assam,TRUE
1939,679337,Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam,Kerala,TRUE
1940,732212,Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda_Tiakati_I (West Bengal),Malda,West Bengal,FALSE
1941,422105,Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik,Maharashtra,FALSE
1942,833202,Chaibasa_NewClnyTungri_D (Jharkhand),Chaibasa_NewClnyTungri_D (Jharkhand),Chaibasa_NewClnyTungri_D (Jharkhand),Chaibasa,Jharkhand,FALSE
1943,440005,Nagpur_Khapari_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_L (Maharashtra),Nagpur,Maharashtra,FALSE
1944,590013,Belgaum_GandhiNgr_I (Karnataka),Belgaum_GandhiNgr_I (Karnataka),Belgaum_GandhiNgr_I (Karnataka),Belgaum,Karnataka,FALSE
1945,229303,Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran,Uttar Pradesh,TRUE
1946,400207,Bhiwandi_BorivaliSonale_L (Maharashtra),Bhiwandi_Mega_GW (Maharashtra),Bhiwandi_BorivaliSonale_L (Maharashtra),Greater Thane,Maharashtra,FALSE
1947,605401,Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram,Tamil Nadu,FALSE
1948,757056,Bahalda_Nimdhi_DPP (Orissa),Bahalda_Nimdhi_DPP (Orissa),Bahalda_Nimdhi_DPP (Orissa),BAHALDA,Orissa,FALSE
1949,533234,Mandapeta_Hospital_D (Andhra Pradesh),Mandapeta_Hospital_D (Andhra Pradesh),Mandapeta_Hospital_D (Andhra Pradesh),Mandapeta,Andhra Pradesh,FALSE
1950,792111,Chowkham_Gunanagar_D (Arunachal Pradesh),Chowkham_Gunanagar_D (Arunachal Pradesh),Chowkham_Gunanagar_D (Arunachal Pradesh),Chowkham,Arunachal Pradesh,FALSE
1951,144006,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
1952,531019,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,TRUE
1953,805124,Pakribarwan_Jalpar_D (Bihar),Pakribarwan_Jalpar_D (Bihar),Pakribarwan_Jalpar_D (Bihar),Pakribarwan,Bihar,TRUE
1954,627251,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
1955,503112,Kamareddy_KPRcolony_D (Telangana),Kamareddy_KPRcolony_D (Telangana),Kamareddy_KPRcolony_D (Telangana),Kamareddy,Telangana,FALSE
1956,679580,Edappal_Vattamkulam_D (Kerala),Edappal_Vattamkulam_D (Kerala),Edappal_Vattamkulam_D (Kerala),Edappal,Kerala,TRUE
1957,624706,Gujiliamparai_Palayam_DPP (Tamil Nadu),Gujiliamparai_Palayam_DPP (Tamil Nadu),Gujiliamparai_Palayam_DPP (Tamil Nadu),Gujiliamparai,Tamil Nadu,TRUE
1958,713364,Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),Rupnarayanpur,West Bengal,FALSE
1959,518301,Adoni_Mandagiri_D (Andhra Pradesh),Adoni_Mandagiri_D (Andhra Pradesh),Adoni_Mandagiri_D (Andhra Pradesh),Adoni,Andhra Pradesh,FALSE
1960,171213,Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain_Bharara_D (Himachal Pradesh),Kumarsain,Himachal Pradesh,FALSE
1961,622004,Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai,Tamil Nadu,FALSE
1962,416801,Talere_Titha_DPP (Maharashtra),Talere_Titha_DPP (Maharashtra),Talere_Titha_DPP (Maharashtra),Talere,Maharashtra,FALSE
1963,171219,Waknaghat_Rwli_DPP (Himachal Pradesh),Waknaghat_Rwli_DPP (Himachal Pradesh),Waknaghat_Rwli_DPP (Himachal Pradesh),Waknaghat,Himachal Pradesh,FALSE
1964,241301,Madhoganj_BaghuliRd_D (Uttar Pradesh),Madhoganj_BaghuliRd_D (Uttar Pradesh),Madhoganj_BaghuliRd_D (Uttar Pradesh),Madhoganj,Uttar Pradesh,FALSE
1965,524228,Kavali_Kaligiri_D (Andhra Pradesh),Kavali_Kaligiri_D (Andhra Pradesh),Kavali_Kaligiri_D (Andhra Pradesh),Kavali,Andhra Pradesh,FALSE
1966,411100,Pune_Bakoriphata_L (Maharashtra),Pune_Bakoriphata_L (Maharashtra),Pune_Bakoriphata_L (Maharashtra),Pune,Maharashtra,TRUE
1967,755020,Jajpur_KniprDPP_D (Orissa),Jajpur_KniprDPP_D (Orissa),Jajpur_KniprDPP_D (Orissa),Jajpur,Orissa,TRUE
1968,515521,Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu_Masjid_DPP (Andhra Pradesh),Galiveedu,Andhra Pradesh,FALSE
1969,586124,Muddebihal_Hudcocolony_D (Karnataka),Muddebihal_Hudcocolony_D (Karnataka),Muddebihal_Hudcocolony_D (Karnataka),Muddebihal,Karnataka,FALSE
1970,825322,Bagodar_Bishungarh_DPP (Jharkhand),Bagodar_Bishungarh_DPP (Jharkhand),Bagodar_Bishungarh_DPP (Jharkhand),Bagodar,Jharkhand,TRUE
1971,766118,Sinapali_Snp_D (Orissa),Sinapali_Snp_D (Orissa),Sinapali_Snp_D (Orissa),Sinapali,Orissa,TRUE
1972,304503,Malpura_SadatMohalla_DPP (Rajasthan),Malpura_SadatMohalla_DPP (Rajasthan),Malpura_SadatMohalla_DPP (Rajasthan),Malpura,Rajasthan,TRUE
1973,307021,Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi,Rajasthan,TRUE
1974,205152,Shikohabad_COOffice_D (Uttar Pradesh),Shikohabad_COOffice_D (Uttar Pradesh),Shikohabad_COOffice_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,FALSE
1975,251318,Budhana_BhagatSinghPark_D (Uttar Pradesh),Budhana_BhagatSinghPark_D (Uttar Pradesh),Budhana_BhagatSinghPark_D (Uttar Pradesh),Budhana,Uttar Pradesh,TRUE
1976,495450,Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba,Chhattisgarh,FALSE
1977,400007,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,FALSE
1978,273008,Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur_Tenua_H (Uttar Pradesh),Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
1979,637203,Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode,Tamil Nadu,FALSE
1980,516203,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,FALSE
1981,518101,Srisailam_Sundipenta_D (Andhra Pradesh),Srisailam_Sundipenta_D (Andhra Pradesh),Srisailam_Sundipenta_D (Andhra Pradesh),Srisailam,Andhra Pradesh,TRUE
1982,637105,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,TRUE
1983,341305,Didwana_TransportNgr_DPP (Rajasthan),Didwana_TransportNgr_DPP (Rajasthan),Didwana_TransportNgr_DPP (Rajasthan),Didwana,Rajasthan,FALSE
1984,481224,Balaghat_Kirnapur_DPP (Madhya Pradesh),Balaghat_Kirnapur_DPP (Madhya Pradesh),Balaghat_Kirnapur_DPP (Madhya Pradesh),Balaghat,Madhya Pradesh,TRUE
1985,625004,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
1986,722132,Chhatna_BankuraRd_DPP (West Bengal),Chhatna_BankuraRd_DPP (West Bengal),Chhatna_BankuraRd_DPP (West Bengal),Chhatna,West Bengal,TRUE
1987,493335,Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur,Chhattisgarh,FALSE
1988,743336,DakshinBarasat_Baharu_DPP (West Bengal),DakshinBarasat_Baharu_DPP (West Bengal),DakshinBarasat_Baharu_DPP (West Bengal),Dakshin Barasat,West Bengal,TRUE
1989,628907,Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam,Tamil Nadu,TRUE
1990,395210,Surat_Kacholi_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_L (Gujarat),Surat,Gujarat,FALSE
1991,678631,Karimba_Palakaha_DPP (Kerala),Karimba_Palakaha_DPP (Kerala),Karimba_Palakaha_DPP (Kerala),Karimba,Kerala,FALSE
1992,783347,Dotma_Nawarbhita_DPP (Assam),Dotma_Nawarbhita_DPP (Assam),Dotma_Nawarbhita_DPP (Assam),Dotma,Assam,TRUE
1993,382016,Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar,Gujarat,FALSE
1994,496100,Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh_MadhubanPara_D (Chhattisgarh),Raigarh,Chhattisgarh,FALSE
1995,622301,Karambakkudi_Central_D (Tamil Nadu),Karambakkudi_Central_D (Tamil Nadu),Karambakkudi_Central_D (Tamil Nadu),Karambakkudi,Tamil Nadu,FALSE
1996,303107,Paota_HoliChowk_DPP (Rajasthan),Paota_HoliChowk_DPP (Rajasthan),Paota_HoliChowk_DPP (Rajasthan),Paota,Rajasthan,FALSE
1997,232221,Renukoot_Kharpathar_I (Uttar Pradesh),Renukoot_Kharpathar_I (Uttar Pradesh),Renukoot_Kharpathar_I (Uttar Pradesh),Renukoot,Uttar Pradesh,FALSE
1998,804404,Khizasarai_Baijnathpur_D (Bihar),Khizasarai_Baijnathpur_D (Bihar),Khizasarai_Baijnathpur_D (Bihar),Khizasarai,Bihar,FALSE
1999,500042,Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad,Telangana,FALSE
2000,174033,Jukhala_Rihan_DPP (Himachal Pradesh),Jukhala_Rihan_DPP (Himachal Pradesh),Jukhala_Rihan_DPP (Himachal Pradesh),Jukhala,Himachal Pradesh,FALSE
2001,532445,Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda,Andhra Pradesh,FALSE
2002,221004,Varanasi_Karnadadi_L (Uttar Pradesh),Varanasi_Birbhanpur_H (Uttar Pradesh),Varanasi_Karnadadi_L (Uttar Pradesh),Varanasi,Uttar Pradesh,FALSE
2003,249411,Haridwar_Bahadrabad_L (Uttarakhand),Haridwar_Bahadrabad_L (Uttarakhand),Haridwar_Bahadrabad_L (Uttarakhand),Haridwar,Uttarakhand,FALSE
2004,530029,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
2005,577440,Thirthahalli_Kuruvalli_DPP (Karnataka),Thirthahalli_Kuruvalli_DPP (Karnataka),Thirthahalli_Kuruvalli_DPP (Karnataka),Thirthahalli,Karnataka,TRUE
2006,444803,Daryapur_WakodDPP_D (Maharashtra),Daryapur_WakodDPP_D (Maharashtra),Daryapur_WakodDPP_D (Maharashtra),Daryapur,Maharashtra,FALSE
2007,691331,Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor,Kerala,TRUE
2008,801506,Patna_PhulwariSharif_L (Bihar),Patna_Sonagopalpur_H (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
2009,535546,Bobbili_GollaStreet_D (Andhra Pradesh),Bobbili_GollaStreet_D (Andhra Pradesh),Bobbili_GollaStreet_D (Andhra Pradesh),Bobbili,Andhra Pradesh,TRUE
2010,271209,ItiyaThok_JantaInterClg_D (Uttar Pradesh),ItiyaThok_JantaInterClg_D (Uttar Pradesh),ItiyaThok_JantaInterClg_D (Uttar Pradesh),Itia Thok,Uttar Pradesh,FALSE
2011,460666,Multai_Birulbzr_D (Madhya Pradesh),Multai_Birulbzr_D (Madhya Pradesh),Multai_Birulbzr_D (Madhya Pradesh),Multai,Madhya Pradesh,TRUE
2012,413412,Vairag_ShradadeviNgr_D (Maharashtra),Vairag_ShradadeviNgr_D (Maharashtra),Vairag_ShradadeviNgr_D (Maharashtra),Vairag,Maharashtra,TRUE
2013,363650,Morbi_Tankara_D (Gujarat),Morbi_Tankara_D (Gujarat),Morbi_Tankara_D (Gujarat),Morbi,Gujarat,FALSE
2014,754007,Kalapathar_GoleiChhak_D (Orissa),Kalapathar_GoleiChhak_D (Orissa),Kalapathar_GoleiChhak_D (Orissa),Kalapathar,Orissa,FALSE
2015,384312,Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha,Gujarat,TRUE
2016,833102,Chakradhar_Sitaram_D (Jharkhand),Chakradhar_Sitaram_D (Jharkhand),Chakradhar_Sitaram_D (Jharkhand),Chakradharpur,Jharkhand,TRUE
2017,628102,Ottapidaram_ARS_D (Tamil Nadu),Ottapidaram_ARS_D (Tamil Nadu),Ottapidaram_ARS_D (Tamil Nadu),Ottapidaram,Tamil Nadu,FALSE
2018,517589,PutturAP_Pichatur_D (Andhra Pradesh),PutturAP_Pichatur_D (Andhra Pradesh),PutturAP_Pichatur_D (Andhra Pradesh),Puttur-AP,Andhra Pradesh,FALSE
2019,591101,Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak,Karnataka,FALSE
2020,522421,Macherla_Ward15_D (Andhra Pradesh),Macherla_Ward15_D (Andhra Pradesh),Macherla_Ward15_D (Andhra Pradesh),Macherla,Andhra Pradesh,TRUE
2021,627301,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
2022,524230,Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri_Msjidcmplx_D (Andhra Pradesh),Udayagiri,Andhra Pradesh,TRUE
2023,110118,Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi,Delhi,FALSE
2024,572219,Tumkur_Gubbi_DPP (Karnataka),Tumkur_Gubbi_DPP (Karnataka),Tumkur_Gubbi_DPP (Karnataka),Tumkur,Karnataka,FALSE
2025,394105,Surat_Kacholi_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_L (Gujarat),Surat,Gujarat,FALSE
2026,583104,Bellary_Mundargi_I (Karnataka),Bellary_Mundargi_I (Karnataka),Bellary_Mundargi_I (Karnataka),Bellary,Karnataka,FALSE
2027,621103,Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur_MullaiBljNgr_D (Tamil Nadu),Perambalur,Tamil Nadu,TRUE
2028,441113,Nagpur_Tarodi_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Tarodi_L (Maharashtra),Nagpur,Maharashtra,FALSE
2029,841412,Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra,Bihar,FALSE
2030,630318,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
2031,623707,Paramakudi_River_D (Tamil Nadu),Paramakudi_River_D (Tamil Nadu),Paramakudi_River_D (Tamil Nadu),Paramakudi,Tamil Nadu,TRUE
2032,785661,Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok,Assam,TRUE
2033,247323,Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur_Chidbana_P (Uttar Pradesh),Saharanpur,Uttar Pradesh,TRUE
2034,754137,Tirtol_Central_D_2 (Orissa),Tirtol_Central_D_2 (Orissa),Tirtol_Central_D_2 (Orissa),Tirtol,Orissa,TRUE
2035,624306,Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul,Tamil Nadu,FALSE
2036,184151,Kathua_Kharote_D (Jammu & Kashmir),Kathua_Kharote_D (Jammu & Kashmir),Kathua_Kharote_D (Jammu & Kashmir),Kathua,Jammu & Kashmir,TRUE
2037,305021,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,FALSE
2038,311012,Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara_RIICOIndArea_I (Rajasthan),Bhilwara,Rajasthan,FALSE
2039,421001,Mumbai_Ambernath_L (Maharashtra),Bhiwandi_Mega_GW (Maharashtra),Mumbai_Ambernath_L (Maharashtra),Greater Thane,Maharashtra,FALSE
2040,416414,Miraj_GuruvarPeth_D (Maharashtra),Miraj_GuruvarPeth_D (Maharashtra),Miraj_GuruvarPeth_D (Maharashtra),Miraj,Maharashtra,TRUE
2041,125112,Fatehabad_Bhuna_D (Haryana),Fatehabad_Bhuna_D (Haryana),Fatehabad_Bhuna_D (Haryana),Fatehabad,Haryana,FALSE
2042,676315,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
2043,756025,Balasore_Ganeswarpur_D (Orissa),Balasore_Ganeswarpur_D (Orissa),Balasore_Ganeswarpur_D (Orissa),Balasore,Orissa,FALSE
2044,457339,Jaora_AdityaNagar_D (Madhya Pradesh),Jaora_AdityaNagar_D (Madhya Pradesh),Jaora_AdityaNagar_D (Madhya Pradesh),Jaora,Madhya Pradesh,TRUE
2045,272003,Basti_GandhiNagar_D (Uttar Pradesh),Basti_GandhiNagar_D (Uttar Pradesh),Basti_GandhiNagar_D (Uttar Pradesh),Basti,Uttar Pradesh,FALSE
2046,204106,Aligarh_Iglas_D (Uttar Pradesh),Aligarh_Iglas_D (Uttar Pradesh),Aligarh_Iglas_D (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
2047,673326,Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy,Kerala,TRUE
2048,500111,Hyderabad_TollPlaza_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_TollPlaza_L (Telangana),Hyderabad,Telangana,FALSE
2049,712135,Kalna_BsStdDPP_D (West Bengal),Kalna_BsStdDPP_D (West Bengal),Kalna_BsStdDPP_D (West Bengal),Kalna,West Bengal,TRUE
2050,487771,Gadarwara_MPward_D (Madhya Pradesh),Gadarwara_MPward_D (Madhya Pradesh),Gadarwara_MPward_D (Madhya Pradesh),Gadarwara,Madhya Pradesh,TRUE
2051,380009,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,FALSE
2052,733208,Islampure_Shibdangepara_D (West Bengal),Islampure_Shibdangepara_D (West Bengal),Islampure_Shibdangepara_D (West Bengal),Islampure,West Bengal,TRUE
2053,224139,Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur_Jaukabad_D (Uttar Pradesh),Jalalpur,Uttar Pradesh,TRUE
2054,712247,Kolkata_Dankunibil_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankunibil_L (West Bengal),Dankuni,West Bengal,FALSE
2055,482004,Jabalpur_Timri_P (Madhya Pradesh),Jabalpur_Timri_P (Madhya Pradesh),Jabalpur_Timri_P (Madhya Pradesh),Jabalpur,Madhya Pradesh,FALSE
2056,470442,Barodia_Bandri_DPP (Madhya Pradesh),Barodia_Bandri_DPP (Madhya Pradesh),Barodia_Bandri_DPP (Madhya Pradesh),Barodia,Madhya Pradesh,FALSE
2057,142052,Ferozepur_DC (Punjab),Ferozepur_DC (Punjab),Ferozepur_DC (Punjab),Firozpur,Punjab,FALSE
2058,691315,Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor,Kerala,TRUE
2059,271306,Balrampur_Utraula_D (Uttar Pradesh),Balrampur_Utraula_D (Uttar Pradesh),Balrampur_Utraula_D (Uttar Pradesh),Balrampur,Uttar Pradesh,TRUE
